,city,price,rating,store,title,ulasan
7929,Jakarta Pusat,4.940.000,0,"
Fitri Sandra
",SAMSUNG A70 RAM 6GB INTERNAL 128GB NEW SEIN,0
7930,Magetan,1.600.000,0,"
Weni setyo Pambudi
",SAMSUNG A5 2017,0
7931,Jakarta Pusat,11.325.000,0,"
Fitri Sandra
",SAMSUNG GALAXY S10 PLUS RAM 8GB NEW SEIN,0
7932,Lamongan,1.500.000,0,"
inarafhone
",samsung j6,0
7933,Jakarta Pusat,55.000,0,"
Cell Gase
",case Realme 5 Pro Realme 5 Carbon Original Kori,0
7934,Jakarta Timur,2.745.000,5.0,"
JL online
",OPPO A5 2020 RAM 4GB-128GB,3
7935,Jakarta Timur,2.189.000,0,"
JL online
",OPPO A5 2020 RAM 3GB-64GB,0
7936,Jakarta Selatan,17.000.000,0,"
IYOS ANDERSEN
",IPHONE XS MAX 256 GB HONGKONG SET DUAL ON,0
7937,Makassar,2.800.000,0,"
toko sebelah
",iphone 6S plus 16GB bekas inter masih segel ios 13,0
7938,Depok,1.800.000,0,"
iman
",Nokia 6.1 Plus 2018 4GB-64GB Black nd Indonesia,0
7939,Bengkalis,4.100.000,0,"
AFRIZAL
",POCOPHONE F1 6  128 GB,0
7940,Pangkal Pinang,2.200.000,0,"
Multikomsel
",Vivo V11 RAM 6GB Like New,0
7941,Batang,1.200.000,0,"
Hawkeye
",motorola symbol mc 55,0
7942,Bandung,3.899.000,0,"
Martin Christopher
",samsung galaxy a50s prism crush black ram4rom64,0
7943,Bandung,100,0,"
lasun
",Ericsson ga318,0
7944,Jakarta Pusat,1.575.000,4.8,"
Nic cell
",Realme C2 3Gb 32Gb Garansi Resmi Oppo,9
7945,Jakarta Pusat,1.350.000,0,"
Nic cell
",Realme C2 Ram 2GB Rom 32GB GARANSI RESMI,0
7946,Jakarta Pusat,2.699.000,5.0,"
Nic cell
",Oppo Realme 3 Pro 4Gb 64Gb Garansi Resmi Oppo,4
7947,Jakarta Pusat,2.875.000,0,"
Nic cell
",Realme 3 Pro Ram 6Gb 64Gb Garansi Resmi 1Tahun,0
7948,Jakarta Pusat,1.950.000,0,"
Nic cell
",Oppo Realme 3 Ram 3GB 64GB Garansi Resmi 1 Tahun,0
7949,Jakarta Pusat,2.300.000,5.0,"
Nic cell
",Realme 3 4gb 64gb Garansi Resmi Oppo,8
7950,Kab. Bekasi,3.150.000,5.0,"
Bahari Cell
",ASUS ZENFONE MAX PRO M2 RAM 6 - 64 GB,10
7951,Kab. Bekasi,3.630.000,5.0,"
Bahari Cell
",REALME X,1
7952,Kab. Bekasi,3.020.000,5.0,"
Bahari Cell
",VIVO Z1 PRO RAM 4 - 64 GB,1
7953,Kab. Bekasi,2.790.000,5.0,"
Bahari Cell
",REALME 5 PRO RAM 4 - 128 GB,1
7954,Sukoharjo,9.500.000,0,"
Mas Joko Camera
",Huawei P30 Baru Bonus FreeLace,0
7955,Kab. Tangerang,3.850.000,0,"
Melinda
",vivo y83 pri,0
7956,Kab. Tangerang,3.400.000,0,"
Melinda
",samsung A7 2018,0
7957,Kab. Tangerang,2.660.000,0,"
Melinda
",oppo A7 2019,0
7958,Bogor,3.000.000,0,"
mohamad ferdin
",vivo v15,0
7959,Jakarta Pusat,4.940.000,0,"
Fitri Sandra
",SAMSUNG A70 RAM 6GB INTERNAL 128GB NEW SEIN,0
7960,Magetan,1.600.000,0,"
Weni setyo Pambudi
",SAMSUNG A5 2017,0
7961,Jakarta Pusat,11.325.000,0,"
Fitri Sandra
",SAMSUNG GALAXY S10 PLUS RAM 8GB NEW SEIN,0
7962,Lamongan,1.500.000,0,"
inarafhone
",samsung j6,0
7963,Jakarta Pusat,55.000,0,"
Cell Gase
",case Realme 5 Pro Realme 5 Carbon Original Kori,0
7964,Jakarta Timur,2.745.000,5.0,"
JL online
",OPPO A5 2020 RAM 4GB-128GB,3
7965,Jakarta Timur,2.189.000,0,"
JL online
",OPPO A5 2020 RAM 3GB-64GB,0
7966,Jakarta Selatan,17.000.000,0,"
IYOS ANDERSEN
",IPHONE XS MAX 256 GB HONGKONG SET DUAL ON,0
7967,Makassar,2.800.000,0,"
toko sebelah
",iphone 6S plus 16GB bekas inter masih segel ios 13,0
7968,Depok,1.800.000,0,"
iman
",Nokia 6.1 Plus 2018 4GB-64GB Black nd Indonesia,0
7969,Bengkalis,4.100.000,0,"
AFRIZAL
",POCOPHONE F1 6  128 GB,0
7970,Pangkal Pinang,2.200.000,0,"
Multikomsel
",Vivo V11 RAM 6GB Like New,0
7971,Batang,1.200.000,0,"
Hawkeye
",motorola symbol mc 55,0
7972,Bandung,3.899.000,0,"
Martin Christopher
",samsung galaxy a50s prism crush black ram4rom64,0
7973,Bandung,100,0,"
lasun
",Ericsson ga318,0
7974,Jakarta Pusat,1.575.000,4.8,"
Nic cell
",Realme C2 3Gb 32Gb Garansi Resmi Oppo,9
7975,Jakarta Pusat,1.350.000,0,"
Nic cell
",Realme C2 Ram 2GB Rom 32GB GARANSI RESMI,0
7976,Jakarta Pusat,2.699.000,5.0,"
Nic cell
",Oppo Realme 3 Pro 4Gb 64Gb Garansi Resmi Oppo,4
7977,Jakarta Pusat,2.875.000,0,"
Nic cell
",Realme 3 Pro Ram 6Gb 64Gb Garansi Resmi 1Tahun,0
7978,Jakarta Pusat,1.950.000,0,"
Nic cell
",Oppo Realme 3 Ram 3GB 64GB Garansi Resmi 1 Tahun,0
7979,Jakarta Pusat,2.300.000,5.0,"
Nic cell
",Realme 3 4gb 64gb Garansi Resmi Oppo,8
7980,Kab. Bekasi,3.150.000,5.0,"
Bahari Cell
",ASUS ZENFONE MAX PRO M2 RAM 6 - 64 GB,10
7981,Kab. Bekasi,3.630.000,5.0,"
Bahari Cell
",REALME X,1
7982,Kab. Bekasi,3.020.000,5.0,"
Bahari Cell
",VIVO Z1 PRO RAM 4 - 64 GB,1
7983,Kab. Bekasi,2.790.000,5.0,"
Bahari Cell
",REALME 5 PRO RAM 4 - 128 GB,1
7984,Sukoharjo,9.500.000,0,"
Mas Joko Camera
",Huawei P30 Baru Bonus FreeLace,0
7985,Kab. Tangerang,3.850.000,0,"
Melinda
",vivo y83 pri,0
7986,Kab. Tangerang,3.400.000,0,"
Melinda
",samsung A7 2018,0
7987,Kab. Tangerang,2.660.000,0,"
Melinda
",oppo A7 2019,0
7988,Bogor,3.000.000,0,"
mohamad ferdin
",vivo v15,0
7989,Jakarta Pusat,4.940.000,0,"
Fitri Sandra
",SAMSUNG A70 RAM 6GB INTERNAL 128GB NEW SEIN,0
7990,Magetan,1.600.000,0,"
Weni setyo Pambudi
",SAMSUNG A5 2017,0
7991,Jakarta Pusat,11.325.000,0,"
Fitri Sandra
",SAMSUNG GALAXY S10 PLUS RAM 8GB NEW SEIN,0
7992,Lamongan,1.500.000,0,"
inarafhone
",samsung j6,0
7993,Jakarta Pusat,55.000,0,"
Cell Gase
",case Realme 5 Pro Realme 5 Carbon Original Kori,0
7994,Jakarta Timur,2.745.000,5.0,"
JL online
",OPPO A5 2020 RAM 4GB-128GB,3
7995,Jakarta Timur,2.189.000,0,"
JL online
",OPPO A5 2020 RAM 3GB-64GB,0
7996,Jakarta Selatan,17.000.000,0,"
IYOS ANDERSEN
",IPHONE XS MAX 256 GB HONGKONG SET DUAL ON,0
7997,Makassar,2.800.000,0,"
toko sebelah
",iphone 6S plus 16GB bekas inter masih segel ios 13,0
7998,Depok,1.800.000,0,"
iman
",Nokia 6.1 Plus 2018 4GB-64GB Black nd Indonesia,0
7999,Bengkalis,4.100.000,0,"
AFRIZAL
",POCOPHONE F1 6  128 GB,0
8000,Pangkal Pinang,2.200.000,0,"
Multikomsel
",Vivo V11 RAM 6GB Like New,0
8001,Batang,1.200.000,0,"
Hawkeye
",motorola symbol mc 55,0
8002,Bandung,3.899.000,0,"
Martin Christopher
",samsung galaxy a50s prism crush black ram4rom64,0
8003,Bandung,100,0,"
lasun
",Ericsson ga318,0
8004,Jakarta Pusat,1.575.000,4.8,"
Nic cell
",Realme C2 3Gb 32Gb Garansi Resmi Oppo,9
8005,Jakarta Pusat,1.350.000,0,"
Nic cell
",Realme C2 Ram 2GB Rom 32GB GARANSI RESMI,0
8006,Jakarta Pusat,2.699.000,5.0,"
Nic cell
",Oppo Realme 3 Pro 4Gb 64Gb Garansi Resmi Oppo,4
8007,Jakarta Pusat,2.875.000,0,"
Nic cell
",Realme 3 Pro Ram 6Gb 64Gb Garansi Resmi 1Tahun,0
8008,Jakarta Pusat,1.950.000,0,"
Nic cell
",Oppo Realme 3 Ram 3GB 64GB Garansi Resmi 1 Tahun,0
8009,Jakarta Pusat,2.300.000,5.0,"
Nic cell
",Realme 3 4gb 64gb Garansi Resmi Oppo,8
8010,Kab. Bekasi,3.150.000,5.0,"
Bahari Cell
",ASUS ZENFONE MAX PRO M2 RAM 6 - 64 GB,10
8011,Kab. Bekasi,3.630.000,5.0,"
Bahari Cell
",REALME X,1
8012,Kab. Bekasi,3.020.000,5.0,"
Bahari Cell
",VIVO Z1 PRO RAM 4 - 64 GB,1
8013,Kab. Bekasi,2.790.000,5.0,"
Bahari Cell
",REALME 5 PRO RAM 4 - 128 GB,1
8014,Sukoharjo,9.500.000,0,"
Mas Joko Camera
",Huawei P30 Baru Bonus FreeLace,0
8015,Kab. Tangerang,3.850.000,0,"
Melinda
",vivo y83 pri,0
8016,Kab. Tangerang,3.400.000,0,"
Melinda
",samsung A7 2018,0
8017,Kab. Tangerang,2.660.000,0,"
Melinda
",oppo A7 2019,0
8018,Bogor,3.000.000,0,"
mohamad ferdin
",vivo v15,0
8019,Jakarta Pusat,4.940.000,0,"
Fitri Sandra
",SAMSUNG A70 RAM 6GB INTERNAL 128GB NEW SEIN,0
8020,Magetan,1.600.000,0,"
Weni setyo Pambudi
",SAMSUNG A5 2017,0
8021,Jakarta Pusat,11.325.000,0,"
Fitri Sandra
",SAMSUNG GALAXY S10 PLUS RAM 8GB NEW SEIN,0
8022,Lamongan,1.500.000,0,"
inarafhone
",samsung j6,0
8023,Jakarta Pusat,55.000,0,"
Cell Gase
",case Realme 5 Pro Realme 5 Carbon Original Kori,0
8024,Jakarta Timur,2.745.000,5.0,"
JL online
",OPPO A5 2020 RAM 4GB-128GB,3
8025,Jakarta Timur,2.189.000,0,"
JL online
",OPPO A5 2020 RAM 3GB-64GB,0
8026,Jakarta Selatan,17.000.000,0,"
IYOS ANDERSEN
",IPHONE XS MAX 256 GB HONGKONG SET DUAL ON,0
8027,Makassar,2.800.000,0,"
toko sebelah
",iphone 6S plus 16GB bekas inter masih segel ios 13,0
8028,Depok,1.800.000,0,"
iman
",Nokia 6.1 Plus 2018 4GB-64GB Black nd Indonesia,0
8029,Bengkalis,4.100.000,0,"
AFRIZAL
",POCOPHONE F1 6  128 GB,0
8030,Pangkal Pinang,2.200.000,0,"
Multikomsel
",Vivo V11 RAM 6GB Like New,0
8031,Batang,1.200.000,0,"
Hawkeye
",motorola symbol mc 55,0
8032,Bandung,3.899.000,0,"
Martin Christopher
",samsung galaxy a50s prism crush black ram4rom64,0
8033,Bandung,100,0,"
lasun
",Ericsson ga318,0
8034,Jakarta Pusat,1.575.000,4.8,"
Nic cell
",Realme C2 3Gb 32Gb Garansi Resmi Oppo,9
8035,Jakarta Pusat,1.350.000,0,"
Nic cell
",Realme C2 Ram 2GB Rom 32GB GARANSI RESMI,0
8036,Jakarta Pusat,2.699.000,5.0,"
Nic cell
",Oppo Realme 3 Pro 4Gb 64Gb Garansi Resmi Oppo,4
8037,Jakarta Pusat,2.875.000,0,"
Nic cell
",Realme 3 Pro Ram 6Gb 64Gb Garansi Resmi 1Tahun,0
8038,Jakarta Pusat,1.950.000,0,"
Nic cell
",Oppo Realme 3 Ram 3GB 64GB Garansi Resmi 1 Tahun,0
8039,Jakarta Pusat,2.300.000,5.0,"
Nic cell
",Realme 3 4gb 64gb Garansi Resmi Oppo,8
8040,Kab. Bekasi,3.150.000,5.0,"
Bahari Cell
",ASUS ZENFONE MAX PRO M2 RAM 6 - 64 GB,10
8041,Kab. Bekasi,3.630.000,5.0,"
Bahari Cell
",REALME X,1
8042,Kab. Bekasi,3.020.000,5.0,"
Bahari Cell
",VIVO Z1 PRO RAM 4 - 64 GB,1
8043,Kab. Bekasi,2.790.000,5.0,"
Bahari Cell
",REALME 5 PRO RAM 4 - 128 GB,1
8044,Sukoharjo,9.500.000,0,"
Mas Joko Camera
",Huawei P30 Baru Bonus FreeLace,0
8045,Kab. Tangerang,3.850.000,0,"
Melinda
",vivo y83 pri,0
8046,Kab. Tangerang,3.400.000,0,"
Melinda
",samsung A7 2018,0
8047,Kab. Tangerang,2.660.000,0,"
Melinda
",oppo A7 2019,0
8048,Bogor,3.000.000,0,"
mohamad ferdin
",vivo v15,0
8049,Jakarta Pusat,4.940.000,0,"
Fitri Sandra
",SAMSUNG A70 RAM 6GB INTERNAL 128GB NEW SEIN,0
8050,Magetan,1.600.000,0,"
Weni setyo Pambudi
",SAMSUNG A5 2017,0
8051,Jakarta Pusat,11.325.000,0,"
Fitri Sandra
",SAMSUNG GALAXY S10 PLUS RAM 8GB NEW SEIN,0
8052,Lamongan,1.500.000,0,"
inarafhone
",samsung j6,0
8053,Jakarta Pusat,55.000,0,"
Cell Gase
",case Realme 5 Pro Realme 5 Carbon Original Kori,0
8054,Jakarta Timur,2.745.000,5.0,"
JL online
",OPPO A5 2020 RAM 4GB-128GB,3
8055,Jakarta Timur,2.189.000,0,"
JL online
",OPPO A5 2020 RAM 3GB-64GB,0
8056,Jakarta Selatan,17.000.000,0,"
IYOS ANDERSEN
",IPHONE XS MAX 256 GB HONGKONG SET DUAL ON,0
8057,Makassar,2.800.000,0,"
toko sebelah
",iphone 6S plus 16GB bekas inter masih segel ios 13,0
8058,Depok,1.800.000,0,"
iman
",Nokia 6.1 Plus 2018 4GB-64GB Black nd Indonesia,0
8059,Bengkalis,4.100.000,0,"
AFRIZAL
",POCOPHONE F1 6  128 GB,0
8060,Pangkal Pinang,2.200.000,0,"
Multikomsel
",Vivo V11 RAM 6GB Like New,0
8061,Batang,1.200.000,0,"
Hawkeye
",motorola symbol mc 55,0
8062,Bandung,3.899.000,0,"
Martin Christopher
",samsung galaxy a50s prism crush black ram4rom64,0
8063,Bandung,100,0,"
lasun
",Ericsson ga318,0
8064,Jakarta Pusat,1.575.000,4.8,"
Nic cell
",Realme C2 3Gb 32Gb Garansi Resmi Oppo,9
8065,Jakarta Pusat,1.350.000,0,"
Nic cell
",Realme C2 Ram 2GB Rom 32GB GARANSI RESMI,0
8066,Jakarta Pusat,2.699.000,5.0,"
Nic cell
",Oppo Realme 3 Pro 4Gb 64Gb Garansi Resmi Oppo,4
8067,Jakarta Pusat,2.875.000,0,"
Nic cell
",Realme 3 Pro Ram 6Gb 64Gb Garansi Resmi 1Tahun,0
8068,Jakarta Pusat,1.950.000,0,"
Nic cell
",Oppo Realme 3 Ram 3GB 64GB Garansi Resmi 1 Tahun,0
8069,Jakarta Pusat,2.300.000,5.0,"
Nic cell
",Realme 3 4gb 64gb Garansi Resmi Oppo,8
8070,Kab. Bekasi,3.150.000,5.0,"
Bahari Cell
",ASUS ZENFONE MAX PRO M2 RAM 6 - 64 GB,10
8071,Kab. Bekasi,3.630.000,5.0,"
Bahari Cell
",REALME X,1
8072,Kab. Bekasi,3.020.000,5.0,"
Bahari Cell
",VIVO Z1 PRO RAM 4 - 64 GB,1
8073,Kab. Bekasi,2.790.000,5.0,"
Bahari Cell
",REALME 5 PRO RAM 4 - 128 GB,1
8074,Sukoharjo,9.500.000,0,"
Mas Joko Camera
",Huawei P30 Baru Bonus FreeLace,0
8075,Kab. Tangerang,3.850.000,0,"
Melinda
",vivo y83 pri,0
8076,Kab. Tangerang,3.400.000,0,"
Melinda
",samsung A7 2018,0
8077,Kab. Tangerang,2.660.000,0,"
Melinda
",oppo A7 2019,0
8078,Bogor,3.000.000,0,"
mohamad ferdin
",vivo v15,0
8079,Jakarta Pusat,4.940.000,0,"
Fitri Sandra
",SAMSUNG A70 RAM 6GB INTERNAL 128GB NEW SEIN,0
8080,Magetan,1.600.000,0,"
Weni setyo Pambudi
",SAMSUNG A5 2017,0
8081,Jakarta Pusat,11.325.000,0,"
Fitri Sandra
",SAMSUNG GALAXY S10 PLUS RAM 8GB NEW SEIN,0
8082,Lamongan,1.500.000,0,"
inarafhone
",samsung j6,0
8083,Jakarta Pusat,55.000,0,"
Cell Gase
",case Realme 5 Pro Realme 5 Carbon Original Kori,0
8084,Jakarta Timur,2.745.000,5.0,"
JL online
",OPPO A5 2020 RAM 4GB-128GB,3
8085,Jakarta Timur,2.189.000,0,"
JL online
",OPPO A5 2020 RAM 3GB-64GB,0
8086,Jakarta Selatan,17.000.000,0,"
IYOS ANDERSEN
",IPHONE XS MAX 256 GB HONGKONG SET DUAL ON,0
8087,Makassar,2.800.000,0,"
toko sebelah
",iphone 6S plus 16GB bekas inter masih segel ios 13,0
8088,Depok,1.800.000,0,"
iman
",Nokia 6.1 Plus 2018 4GB-64GB Black nd Indonesia,0
8089,Bengkalis,4.100.000,0,"
AFRIZAL
",POCOPHONE F1 6  128 GB,0
8090,Pangkal Pinang,2.200.000,0,"
Multikomsel
",Vivo V11 RAM 6GB Like New,0
8091,Batang,1.200.000,0,"
Hawkeye
",motorola symbol mc 55,0
8092,Bandung,3.899.000,0,"
Martin Christopher
",samsung galaxy a50s prism crush black ram4rom64,0
8093,Bandung,100,0,"
lasun
",Ericsson ga318,0
8094,Jakarta Pusat,1.575.000,4.8,"
Nic cell
",Realme C2 3Gb 32Gb Garansi Resmi Oppo,9
8095,Jakarta Pusat,1.350.000,0,"
Nic cell
",Realme C2 Ram 2GB Rom 32GB GARANSI RESMI,0
8096,Jakarta Pusat,2.699.000,5.0,"
Nic cell
",Oppo Realme 3 Pro 4Gb 64Gb Garansi Resmi Oppo,4
8097,Jakarta Pusat,2.875.000,0,"
Nic cell
",Realme 3 Pro Ram 6Gb 64Gb Garansi Resmi 1Tahun,0
8098,Jakarta Pusat,1.950.000,0,"
Nic cell
",Oppo Realme 3 Ram 3GB 64GB Garansi Resmi 1 Tahun,0
8099,Jakarta Pusat,2.300.000,5.0,"
Nic cell
",Realme 3 4gb 64gb Garansi Resmi Oppo,8
8100,Kab. Bekasi,3.150.000,5.0,"
Bahari Cell
",ASUS ZENFONE MAX PRO M2 RAM 6 - 64 GB,10
8101,Kab. Bekasi,3.630.000,5.0,"
Bahari Cell
",REALME X,1
8102,Kab. Bekasi,3.020.000,5.0,"
Bahari Cell
",VIVO Z1 PRO RAM 4 - 64 GB,1
8103,Kab. Bekasi,2.790.000,5.0,"
Bahari Cell
",REALME 5 PRO RAM 4 - 128 GB,1
8104,Sukoharjo,9.500.000,0,"
Mas Joko Camera
",Huawei P30 Baru Bonus FreeLace,0
8105,Kab. Tangerang,3.850.000,0,"
Melinda
",vivo y83 pri,0
8106,Kab. Tangerang,3.400.000,0,"
Melinda
",samsung A7 2018,0
8107,Kab. Tangerang,2.660.000,0,"
Melinda
",oppo A7 2019,0
8108,Bogor,3.000.000,0,"
mohamad ferdin
",vivo v15,0
8109,Jakarta Pusat,4.940.000,0,"
Fitri Sandra
",SAMSUNG A70 RAM 6GB INTERNAL 128GB NEW SEIN,0
8110,Magetan,1.600.000,0,"
Weni setyo Pambudi
",SAMSUNG A5 2017,0
8111,Jakarta Pusat,11.325.000,0,"
Fitri Sandra
",SAMSUNG GALAXY S10 PLUS RAM 8GB NEW SEIN,0
8112,Lamongan,1.500.000,0,"
inarafhone
",samsung j6,0
8113,Jakarta Pusat,55.000,0,"
Cell Gase
",case Realme 5 Pro Realme 5 Carbon Original Kori,0
8114,Jakarta Timur,2.745.000,5.0,"
JL online
",OPPO A5 2020 RAM 4GB-128GB,3
8115,Jakarta Timur,2.189.000,0,"
JL online
",OPPO A5 2020 RAM 3GB-64GB,0
8116,Jakarta Selatan,17.000.000,0,"
IYOS ANDERSEN
",IPHONE XS MAX 256 GB HONGKONG SET DUAL ON,0
8117,Makassar,2.800.000,0,"
toko sebelah
",iphone 6S plus 16GB bekas inter masih segel ios 13,0
8118,Depok,1.800.000,0,"
iman
",Nokia 6.1 Plus 2018 4GB-64GB Black nd Indonesia,0
8119,Bengkalis,4.100.000,0,"
AFRIZAL
",POCOPHONE F1 6  128 GB,0
8120,Pangkal Pinang,2.200.000,0,"
Multikomsel
",Vivo V11 RAM 6GB Like New,0
8121,Batang,1.200.000,0,"
Hawkeye
",motorola symbol mc 55,0
8122,Bandung,3.899.000,0,"
Martin Christopher
",samsung galaxy a50s prism crush black ram4rom64,0
8123,Bandung,100,0,"
lasun
",Ericsson ga318,0
8124,Jakarta Pusat,1.575.000,4.8,"
Nic cell
",Realme C2 3Gb 32Gb Garansi Resmi Oppo,9
8125,Jakarta Pusat,1.350.000,0,"
Nic cell
",Realme C2 Ram 2GB Rom 32GB GARANSI RESMI,0
8126,Jakarta Pusat,2.699.000,5.0,"
Nic cell
",Oppo Realme 3 Pro 4Gb 64Gb Garansi Resmi Oppo,4
8127,Jakarta Pusat,2.875.000,0,"
Nic cell
",Realme 3 Pro Ram 6Gb 64Gb Garansi Resmi 1Tahun,0
8128,Jakarta Pusat,1.950.000,0,"
Nic cell
",Oppo Realme 3 Ram 3GB 64GB Garansi Resmi 1 Tahun,0
8129,Jakarta Pusat,2.300.000,5.0,"
Nic cell
",Realme 3 4gb 64gb Garansi Resmi Oppo,8
8130,Kab. Bekasi,3.150.000,5.0,"
Bahari Cell
",ASUS ZENFONE MAX PRO M2 RAM 6 - 64 GB,10
8131,Kab. Bekasi,3.630.000,5.0,"
Bahari Cell
",REALME X,1
8132,Kab. Bekasi,3.020.000,5.0,"
Bahari Cell
",VIVO Z1 PRO RAM 4 - 64 GB,1
8133,Kab. Bekasi,2.790.000,5.0,"
Bahari Cell
",REALME 5 PRO RAM 4 - 128 GB,1
8134,Sukoharjo,9.500.000,0,"
Mas Joko Camera
",Huawei P30 Baru Bonus FreeLace,0
8135,Kab. Tangerang,3.850.000,0,"
Melinda
",vivo y83 pri,0
8136,Kab. Tangerang,3.400.000,0,"
Melinda
",samsung A7 2018,0
8137,Kab. Tangerang,2.660.000,0,"
Melinda
",oppo A7 2019,0
8138,Bogor,3.000.000,0,"
mohamad ferdin
",vivo v15,0
8139,Jakarta Pusat,4.940.000,0,"
Fitri Sandra
",SAMSUNG A70 RAM 6GB INTERNAL 128GB NEW SEIN,0
8140,Magetan,1.600.000,0,"
Weni setyo Pambudi
",SAMSUNG A5 2017,0
8141,Jakarta Pusat,11.325.000,0,"
Fitri Sandra
",SAMSUNG GALAXY S10 PLUS RAM 8GB NEW SEIN,0
8142,Lamongan,1.500.000,0,"
inarafhone
",samsung j6,0
8143,Jakarta Pusat,55.000,0,"
Cell Gase
",case Realme 5 Pro Realme 5 Carbon Original Kori,0
8144,Jakarta Timur,2.745.000,5.0,"
JL online
",OPPO A5 2020 RAM 4GB-128GB,3
8145,Jakarta Timur,2.189.000,0,"
JL online
",OPPO A5 2020 RAM 3GB-64GB,0
8146,Jakarta Selatan,17.000.000,0,"
IYOS ANDERSEN
",IPHONE XS MAX 256 GB HONGKONG SET DUAL ON,0
8147,Makassar,2.800.000,0,"
toko sebelah
",iphone 6S plus 16GB bekas inter masih segel ios 13,0
8148,Depok,1.800.000,0,"
iman
",Nokia 6.1 Plus 2018 4GB-64GB Black nd Indonesia,0
8149,Bengkalis,4.100.000,0,"
AFRIZAL
",POCOPHONE F1 6  128 GB,0
8150,Pangkal Pinang,2.200.000,0,"
Multikomsel
",Vivo V11 RAM 6GB Like New,0
8151,Batang,1.200.000,0,"
Hawkeye
",motorola symbol mc 55,0
8152,Bandung,3.899.000,0,"
Martin Christopher
",samsung galaxy a50s prism crush black ram4rom64,0
8153,Bandung,100,0,"
lasun
",Ericsson ga318,0
8154,Jakarta Pusat,1.575.000,4.8,"
Nic cell
",Realme C2 3Gb 32Gb Garansi Resmi Oppo,9
8155,Jakarta Pusat,1.350.000,0,"
Nic cell
",Realme C2 Ram 2GB Rom 32GB GARANSI RESMI,0
8156,Jakarta Pusat,2.699.000,5.0,"
Nic cell
",Oppo Realme 3 Pro 4Gb 64Gb Garansi Resmi Oppo,4
8157,Jakarta Pusat,2.875.000,0,"
Nic cell
",Realme 3 Pro Ram 6Gb 64Gb Garansi Resmi 1Tahun,0
8158,Jakarta Pusat,1.950.000,0,"
Nic cell
",Oppo Realme 3 Ram 3GB 64GB Garansi Resmi 1 Tahun,0
8159,Jakarta Pusat,2.300.000,5.0,"
Nic cell
",Realme 3 4gb 64gb Garansi Resmi Oppo,8
8160,Kab. Bekasi,3.150.000,5.0,"
Bahari Cell
",ASUS ZENFONE MAX PRO M2 RAM 6 - 64 GB,10
8161,Kab. Bekasi,3.630.000,5.0,"
Bahari Cell
",REALME X,1
8162,Kab. Bekasi,3.020.000,5.0,"
Bahari Cell
",VIVO Z1 PRO RAM 4 - 64 GB,1
8163,Kab. Bekasi,2.790.000,5.0,"
Bahari Cell
",REALME 5 PRO RAM 4 - 128 GB,1
8164,Sukoharjo,9.500.000,0,"
Mas Joko Camera
",Huawei P30 Baru Bonus FreeLace,0
8165,Kab. Tangerang,3.850.000,0,"
Melinda
",vivo y83 pri,0
8166,Kab. Tangerang,3.400.000,0,"
Melinda
",samsung A7 2018,0
8167,Kab. Tangerang,2.660.000,0,"
Melinda
",oppo A7 2019,0
8168,Bogor,3.000.000,0,"
mohamad ferdin
",vivo v15,0
8169,Jakarta Pusat,4.940.000,0,"
Fitri Sandra
",SAMSUNG A70 RAM 6GB INTERNAL 128GB NEW SEIN,0
8170,Magetan,1.600.000,0,"
Weni setyo Pambudi
",SAMSUNG A5 2017,0
8171,Jakarta Pusat,11.325.000,0,"
Fitri Sandra
",SAMSUNG GALAXY S10 PLUS RAM 8GB NEW SEIN,0
8172,Lamongan,1.500.000,0,"
inarafhone
",samsung j6,0
8173,Jakarta Pusat,55.000,0,"
Cell Gase
",case Realme 5 Pro Realme 5 Carbon Original Kori,0
8174,Jakarta Timur,2.745.000,5.0,"
JL online
",OPPO A5 2020 RAM 4GB-128GB,3
8175,Jakarta Timur,2.189.000,0,"
JL online
",OPPO A5 2020 RAM 3GB-64GB,0
8176,Jakarta Selatan,17.000.000,0,"
IYOS ANDERSEN
",IPHONE XS MAX 256 GB HONGKONG SET DUAL ON,0
8177,Makassar,2.800.000,0,"
toko sebelah
",iphone 6S plus 16GB bekas inter masih segel ios 13,0
8178,Depok,1.800.000,0,"
iman
",Nokia 6.1 Plus 2018 4GB-64GB Black nd Indonesia,0
8179,Bengkalis,4.100.000,0,"
AFRIZAL
",POCOPHONE F1 6  128 GB,0
8180,Pangkal Pinang,2.200.000,0,"
Multikomsel
",Vivo V11 RAM 6GB Like New,0
8181,Batang,1.200.000,0,"
Hawkeye
",motorola symbol mc 55,0
8182,Bandung,3.899.000,0,"
Martin Christopher
",samsung galaxy a50s prism crush black ram4rom64,0
8183,Bandung,100,0,"
lasun
",Ericsson ga318,0
8184,Jakarta Pusat,1.575.000,4.8,"
Nic cell
",Realme C2 3Gb 32Gb Garansi Resmi Oppo,9
8185,Jakarta Pusat,1.350.000,0,"
Nic cell
",Realme C2 Ram 2GB Rom 32GB GARANSI RESMI,0
8186,Jakarta Pusat,2.699.000,5.0,"
Nic cell
",Oppo Realme 3 Pro 4Gb 64Gb Garansi Resmi Oppo,4
8187,Jakarta Pusat,2.875.000,0,"
Nic cell
",Realme 3 Pro Ram 6Gb 64Gb Garansi Resmi 1Tahun,0
8188,Jakarta Pusat,1.950.000,0,"
Nic cell
",Oppo Realme 3 Ram 3GB 64GB Garansi Resmi 1 Tahun,0
